Gene,SV type, SV key
ENSMMUP00000029913.3,NA,NA
ENSMMUP00000021875.3,NA,NA
ENSMMUP00000030289.3,NA,NA
ENSMMUP00000054641.1,NA,NA
ENSMMUP00000055293.1,NA,NA
ENSMMUP00000010172.3,NA,NA
ENSMMUP00000043403.1,NA,NA
ENSMMUP00000021204.3,NA,NA
ENSMMUP00000042239.1,NA,NA
ENSMMUP00000027755.2,NA,NA
ENSMMUP00000030281.3,NA,NA
ENSMMUP00000025266.1,NA,NA
ENSMMUP00000059803.1,NA,NA
ENSMMUP00000007139.3,NA,NA
ENSMMUP00000008667.3,NA,NA
ENSMMUP00000059806.1,NA,NA
ENSMMUP00000043429.1,NA,NA
ENSMMUP00000049247.1,NA,NA
ENSMMUP00000052947.1,NA,NA
ENSMMUP00000058109.1,NA,NA
ENSMMUP00000045616.1,NA,NA
ENSMMUP00000018068.3,NA,NA
ENSMMUP00000055831.1,NA,NA
ENSMMUP00000023879.3,NA,NA
ENSMMUP00000021151.3,NA,NA
ENSMMUP00000024156.3,NA,NA
ENSMMUP00000007816.2,NA,NA
ENSMMUP00000014146.3,NA,NA
ENSMMUP00000017888.2,NA,NA
ENSMMUP00000050212.1,NA,NA
ENSMMUP00000012639.3,NA,NA
ENSMMUP00000025685.2,NA,NA
ENSMMUP00000022970.3,NA,NA
ENSMMUP00000022233.2,NA,NA
ENSMMUP00000053756.1,NA,NA
ENSMMUP00000048662.1,NA,NA
ENSMMUP00000017941.2,NA,NA
ENSMMUP00000047831.1,NA,NA
ENSMMUP00000046854.1,NA,NA
ENSMMUP00000060141.1,NA,NA
ENSMMUP00000055825.1,NA,NA
ENSMMUP00000043032.1,NA,NA
ENSMMUP00000016552.3,NA,NA
ENSMMUP00000006019.3,NA,NA
ENSMMUP00000051539.1,NA,NA
ENSMMUP00000059982.1,NA,NA
ENSMMUP00000024357.3,NA,NA
ENSMMUP00000041763.1,NA,NA
ENSMMUP00000012065.2,NA,NA
ENSMMUP00000046921.1,NA,NA
ENSMMUP00000049433.1,NA,NA
ENSMMUP00000014633.3,NA,NA
ENSMMUP00000057485.1,NA,NA
ENSMMUP00000022193.3,NA,NA
ENSMMUP00000003536.3,NA,NA
ENSMMUP00000053545.1,NA,NA
ENSMMUP00000003931.3,NA,NA
ENSMMUP00000018724.3,NA,NA
ENSMMUP00000056257.1,NA,NA
ENSMMUP00000001320.2,NA,NA
ENSMMUP00000027420.3,NA,NA
ENSMMUP00000054248.1,NA,NA
ENSMMUP00000021648.3,NA,NA
ENSMMUP00000025928.3,NA,NA
ENSMMUP00000026673.2,NA,NA
ENSMMUP00000015218.3,NA,NA
ENSMMUP00000018007.2,NA,NA
ENSMMUP00000050303.1,NA,NA
ENSMMUP00000019935.3,NA,NA
ENSMMUP00000059311.1,NA,NA
ENSMMUP00000000263.2,NA,NA
ENSMMUP00000021446.3,NA,NA
ENSMMUP00000012239.3,NA,NA
ENSMMUP00000002012.3,NA,NA
ENSMMUP00000060467.1,NA,NA
ENSMMUP00000057671.1,NA,NA
ENSMMUP00000024699.3,NA,NA
ENSMMUP00000057504.1,NA,NA
ENSMMUP00000025952.2,NA,NA
ENSMMUP00000031721.2,NA,NA
ENSMMUP00000048913.1,NA,NA
ENSMMUP00000020335.3,NA,NA
ENSMMUP00000011517.3,NA,NA
ENSMMUP00000004242.3,NA,NA
ENSMMUP00000060520.1,NA,NA
ENSMMUP00000029517.3,NA,NA
ENSMMUP00000042795.1,NA,NA
ENSMMUP00000021763.2,NA,NA
ENSMMUP00000015990.3,NA,NA
ENSMMUP00000018614.2,NA,NA
ENSMMUP00000026495.3,NA,NA
ENSMMUP00000047152.1,NA,NA
ENSMMUP00000008081.2,NA,NA
ENSMMUP00000023651.3,NA,NA
ENSMMUP00000031282.3,NA,NA
ENSMMUP00000056691.1,NA,NA
ENSMMUP00000009440.2,NA,NA
ENSMMUP00000044565.1,NA,NA
ENSMMUP00000023464.2,NA,NA
ENSMMUP00000033907.2,NA,NA
ENSMMUP00000059998.1,NA,NA
ENSMMUP00000043578.1,NA,NA
ENSMMUP00000009682.1,NA,NA
ENSMMUP00000013199.2,NA,NA
ENSMMUP00000009807.3,NA,NA
ENSMMUP00000057212.1,NA,NA
ENSMMUP00000013405.1,NA,NA
ENSMMUP00000045346.1,NA,NA
ENSMMUP00000016697.3,NA,NA
ENSMMUP00000005053.3,NA,NA
ENSMMUP00000005859.3,NA,NA
ENSMMUP00000025753.2,NA,NA
ENSMMUP00000021681.2,NA,NA
ENSMMUP00000020892.3,NA,NA
ENSMMUP00000012122.3,NA,NA
ENSMMUP00000023383.3,NA,NA
ENSMMUP00000021589.3,NA,NA
ENSMMUP00000047101.1,NA,NA
ENSMMUP00000060781.1,NA,NA
ENSMMUP00000006719.3,NA,NA
ENSMMUP00000057499.1,NA,NA
ENSMMUP00000000467.3,NA,NA
ENSMMUP00000034897.2,NA,NA
ENSMMUP00000026648.2,NA,NA
ENSMMUP00000058128.1,NA,NA
ENSMMUP00000048531.1,NA,NA
ENSMMUP00000008655.3,NA,NA
ENSMMUP00000043979.1,NA,NA
ENSMMUP00000026696.2,NA,NA
ENSMMUP00000044194.1,NA,NA
ENSMMUP00000057679.1,NA,NA
ENSMMUP00000056444.1,NA,NA
ENSMMUP00000049279.1,NA,NA
ENSMMUP00000003626.1,NA,NA
ENSMMUP00000051731.1,NA,NA
ENSMMUP00000044441.1,NA,NA
ENSMMUP00000018853.3,NA,NA
ENSMMUP00000049947.1,NA,NA
ENSMMUP00000034677.1,NA,NA
ENSMMUP00000009864.3,NA,NA
ENSMMUP00000033067.2,NA,NA
ENSMMUP00000004114.1,NA,NA
ENSMMUP00000001795.2,NA,NA
ENSMMUP00000042561.1,NA,NA
ENSMMUP00000027398.3,NA,NA
ENSMMUP00000056286.1,NA,NA
ENSMMUP00000037841.2,NA,NA
ENSMMUP00000028777.3,NA,NA
ENSMMUP00000014619.2,NA,NA
ENSMMUP00000051218.1,NA,NA
ENSMMUP00000038690.1,NA,NA
ENSMMUP00000032388.2,<DUP>,chr8:7191556:<DUP>:16347:148.38
ENSMMUP00000045427.1,NA,NA
ENSMMUP00000010616.2,NA,NA
ENSMMUP00000020744.1,NA,NA
ENSMMUP00000014636.1,NA,NA
ENSMMUP00000052786.1,NA,NA
ENSMMUP00000051319.1,NA,NA
ENSMMUP00000005607.2,NA,NA
ENSMMUP00000034313.2,NA,NA
ENSMMUP00000023035.2,NA,NA
ENSMMUP00000046866.1,NA,NA
ENSMMUP00000056062.1,NA,NA
ENSMMUP00000004671.3,NA,NA
ENSMMUP00000030743.3,<DUP>,chr19:49568996:<DUP>:26929:131.16
ENSMMUP00000003567.2,NA,NA
ENSMMUP00000044049.1,NA,NA
ENSMMUP00000034303.2,NA,NA
ENSMMUP00000021710.3,NA,NA
ENSMMUP00000021030.3,NA,NA
ENSMMUP00000020616.3,NA,NA
ENSMMUP00000052434.1,NA,NA
ENSMMUP00000049405.1,NA,NA
ENSMMUP00000010637.3,NA,NA
ENSMMUP00000015238.3,NA,NA
ENSMMUP00000050516.1,NA,NA
ENSMMUP00000035256.2,NA,NA
ENSMMUP00000058120.1,NA,NA
ENSMMUP00000045781.1,NA,NA
ENSMMUP00000013760.3,NA,NA
ENSMMUP00000022948.2,NA,NA
ENSMMUP00000045721.1,NA,NA
ENSMMUP00000009669.2,NA,NA
ENSMMUP00000023645.3,NA,NA
ENSMMUP00000002325.3,NA,NA
ENSMMUP00000010529.3,NA,NA
ENSMMUP00000007658.2,NA,NA
ENSMMUP00000052550.1,NA,NA
ENSMMUP00000036287.2,NA,NA
ENSMMUP00000053888.1,NA,NA
ENSMMUP00000046091.1,NA,NA
ENSMMUP00000012627.3,NA,NA
ENSMMUP00000039611.2,NA,NA
ENSMMUP00000045950.1,NA,NA
ENSMMUP00000013412.2,NA,NA
ENSMMUP00000039163.2,NA,NA
ENSMMUP00000029195.3,NA,NA
ENSMMUP00000020642.2,NA,NA
ENSMMUP00000051313.1,NA,NA
ENSMMUP00000041817.1,NA,NA
ENSMMUP00000024100.2,NA,NA
ENSMMUP00000025751.3,NA,NA
ENSMMUP00000028168.3,NA,NA
ENSMMUP00000001417.2,NA,NA
ENSMMUP00000060588.1,NA,NA
ENSMMUP00000029270.2,NA,NA
ENSMMUP00000049570.1,NA,NA
ENSMMUP00000046480.1,NA,NA
ENSMMUP00000007358.2,NA,NA
ENSMMUP00000022309.2,NA,NA
ENSMMUP00000057519.1,NA,NA
ENSMMUP00000050112.1,NA,NA
ENSMMUP00000006868.2,NA,NA
ENSMMUP00000017913.2,NA,NA
ENSMMUP00000010535.3,NA,NA
ENSMMUP00000040927.2,NA,NA
ENSMMUP00000039103.2,NA,NA
ENSMMUP00000027014.3,NA,NA
ENSMMUP00000017982.3,NA,NA
ENSMMUP00000002082.2,NA,NA
ENSMMUP00000043525.1,NA,NA
ENSMMUP00000013968.2,NA,NA
ENSMMUP00000030308.3,NA,NA
ENSMMUP00000044242.1,NA,NA
ENSMMUP00000013960.2,NA,NA
ENSMMUP00000030300.3,NA,NA
ENSMMUP00000041916.1,NA,NA
ENSMMUP00000027501.2,NA,NA
ENSMMUP00000045077.1,NA,NA
ENSMMUP00000040597.2,NA,NA
ENSMMUP00000015028.1,NA,NA
ENSMMUP00000052678.1,NA,NA
ENSMMUP00000058327.1,NA,NA
ENSMMUP00000012806.3,NA,NA
ENSMMUP00000013304.2,NA,NA
ENSMMUP00000010305.3,NA,NA
ENSMMUP00000057106.1,NA,NA
ENSMMUP00000041647.1,NA,NA
ENSMMUP00000005829.2,NA,NA
ENSMMUP00000028239.3,NA,NA
ENSMMUP00000050982.1,NA,NA
ENSMMUP00000021582.3,NA,NA
ENSMMUP00000029653.3,<DEL>,chr19:20562384:<DEL>:612:569.22
ENSMMUP00000003224.3,NA,NA
ENSMMUP00000021279.3,NA,NA
ENSMMUP00000000477.3,NA,NA
ENSMMUP00000007317.2,NA,NA
ENSMMUP00000012150.3,NA,NA
ENSMMUP00000007731.2,NA,NA
ENSMMUP00000033094.2,NA,NA
ENSMMUP00000026065.3,NA,NA
ENSMMUP00000058561.1,NA,NA
ENSMMUP00000015545.3,NA,NA
ENSMMUP00000021796.3,NA,NA
ENSMMUP00000028651.3,NA,NA
ENSMMUP00000043622.1,NA,NA
ENSMMUP00000012913.3,NA,NA
ENSMMUP00000004522.2,NA,NA
ENSMMUP00000027976.3,NA,NA
ENSMMUP00000016989.3,NA,NA
ENSMMUP00000045697.1,NA,NA
ENSMMUP00000055226.1,NA,NA
ENSMMUP00000025165.3,NA,NA
ENSMMUP00000035683.2,NA,NA
ENSMMUP00000023026.3,NA,NA
ENSMMUP00000046024.1,NA,NA
ENSMMUP00000031909.2,NA,NA
ENSMMUP00000041828.1,NA,NA
ENSMMUP00000059305.1,<DEL>,chr13:90732439:<DEL>:2510:4640.58
ENSMMUP00000055813.1,NA,NA
ENSMMUP00000047569.1,NA,NA
ENSMMUP00000021050.3,NA,NA
ENSMMUP00000021074.3,NA,NA
ENSMMUP00000054890.1,NA,NA
ENSMMUP00000005154.3,NA,NA
ENSMMUP00000043601.1,NA,NA
ENSMMUP00000028229.3,NA,NA
ENSMMUP00000038472.2,NA,NA
ENSMMUP00000052663.1,NA,NA
ENSMMUP00000037636.1,NA,NA
ENSMMUP00000028219.2,NA,NA
ENSMMUP00000019820.3,NA,NA
ENSMMUP00000037422.2,NA,NA
ENSMMUP00000049524.1,NA,NA
ENSMMUP00000054933.1,NA,NA
ENSMMUP00000052862.1,NA,NA
ENSMMUP00000015430.2,NA,NA
ENSMMUP00000023698.3,NA,NA
ENSMMUP00000025171.3,NA,NA
ENSMMUP00000042441.1,NA,NA
ENSMMUP00000056565.1,NA,NA
ENSMMUP00000010162.3,NA,NA
ENSMMUP00000042940.1,NA,NA
ENSMMUP00000014712.2,NA,NA
ENSMMUP00000051843.1,NA,NA
ENSMMUP00000044832.1,NA,NA
ENSMMUP00000056139.1,NA,NA
ENSMMUP00000012099.2,NA,NA
ENSMMUP00000029735.3,NA,NA
ENSMMUP00000052450.1,NA,NA
ENSMMUP00000031991.2,NA,NA
ENSMMUP00000016252.3,NA,NA
ENSMMUP00000032295.2,NA,NA
ENSMMUP00000005134.3,NA,NA
ENSMMUP00000019925.3,NA,NA
ENSMMUP00000058349.1,NA,NA
ENSMMUP00000036543.2,NA,NA
ENSMMUP00000028705.2,NA,NA
ENSMMUP00000046199.1,NA,NA
ENSMMUP00000021310.2,NA,NA
ENSMMUP00000004155.3,NA,NA
ENSMMUP00000059882.1,NA,NA
ENSMMUP00000025339.2,NA,NA
ENSMMUP00000052139.1,NA,NA
ENSMMUP00000040850.2,NA,NA
ENSMMUP00000047581.1,NA,NA
ENSMMUP00000029973.3,NA,NA
ENSMMUP00000056287.1,NA,NA
ENSMMUP00000007052.2,NA,NA
ENSMMUP00000005173.3,NA,NA
ENSMMUP00000001612.3,NA,NA
ENSMMUP00000029337.3,NA,NA
ENSMMUP00000058587.1,NA,NA
ENSMMUP00000047100.1,NA,NA
ENSMMUP00000022685.3,NA,NA
ENSMMUP00000040782.2,NA,NA
ENSMMUP00000026458.3,NA,NA
ENSMMUP00000052865.1,NA,NA
ENSMMUP00000043224.1,NA,NA
ENSMMUP00000024215.2,NA,NA
ENSMMUP00000056396.1,NA,NA
ENSMMUP00000048825.1,NA,NA
ENSMMUP00000045423.1,NA,NA
ENSMMUP00000053122.1,NA,NA
ENSMMUP00000051557.1,NA,NA
ENSMMUP00000009575.2,NA,NA
ENSMMUP00000048557.1,NA,NA
ENSMMUP00000031622.2,NA,NA
ENSMMUP00000011303.3,NA,NA
ENSMMUP00000015757.2,NA,NA
ENSMMUP00000047355.1,NA,NA
ENSMMUP00000042323.1,NA,NA
ENSMMUP00000052056.1,NA,NA
ENSMMUP00000051104.1,NA,NA
ENSMMUP00000028666.1,NA,NA
ENSMMUP00000027133.3,NA,NA
ENSMMUP00000034453.2,NA,NA
ENSMMUP00000035666.2,NA,NA
ENSMMUP00000060466.1,NA,NA
ENSMMUP00000009167.3,<DUP>,chr12:114847294:<DUP>:83485:3318.43
ENSMMUP00000042336.1,NA,NA
ENSMMUP00000028638.3,NA,NA
ENSMMUP00000048831.1,NA,NA
ENSMMUP00000049716.1,NA,NA
ENSMMUP00000054461.1,NA,NA
ENSMMUP00000014803.3,NA,NA
ENSMMUP00000055393.1,NA,NA
ENSMMUP00000009060.3,NA,NA
ENSMMUP00000026417.3,NA,NA
ENSMMUP00000033697.2,NA,NA
ENSMMUP00000043616.1,NA,NA
ENSMMUP00000001209.2,NA,NA
ENSMMUP00000038390.2,NA,NA
ENSMMUP00000038535.1,NA,NA
ENSMMUP00000013893.3,NA,NA
ENSMMUP00000047822.1,NA,NA
ENSMMUP00000050679.1,NA,NA
ENSMMUP00000052262.1,NA,NA
ENSMMUP00000054609.1,NA,NA
ENSMMUP00000016246.3,NA,NA
ENSMMUP00000016607.3,NA,NA
ENSMMUP00000056622.1,NA,NA
ENSMMUP00000023110.3,NA,NA
ENSMMUP00000043255.1,NA,NA
ENSMMUP00000048055.1,NA,NA
ENSMMUP00000011375.3,NA,NA
ENSMMUP00000031249.2,NA,NA
ENSMMUP00000058661.1,NA,NA
ENSMMUP00000051948.1,NA,NA
ENSMMUP00000018494.3,NA,NA
ENSMMUP00000026894.3,NA,NA
ENSMMUP00000017311.2,NA,NA
ENSMMUP00000034706.2,NA,NA
ENSMMUP00000020237.3,NA,NA
ENSMMUP00000006754.3,NA,NA
ENSMMUP00000058713.1,NA,NA
ENSMMUP00000012863.3,NA,NA
ENSMMUP00000034443.2,NA,NA
ENSMMUP00000017667.2,NA,NA
ENSMMUP00000050603.1,NA,NA
ENSMMUP00000030417.2,NA,NA
ENSMMUP00000050040.1,NA,NA
ENSMMUP00000060377.1,NA,NA
ENSMMUP00000002664.3,NA,NA
ENSMMUP00000040474.2,NA,NA
ENSMMUP00000043249.1,NA,NA
ENSMMUP00000028089.1,NA,NA
ENSMMUP00000018024.3,NA,NA
ENSMMUP00000049625.1,NA,NA
ENSMMUP00000060210.1,NA,NA
ENSMMUP00000060973.1,NA,NA
ENSMMUP00000000053.3,NA,NA
ENSMMUP00000050056.1,NA,NA
ENSMMUP00000014443.3,NA,NA
ENSMMUP00000051627.1,NA,NA
ENSMMUP00000045639.1,NA,NA
ENSMMUP00000043116.1,NA,NA
ENSMMUP00000001201.3,NA,NA
ENSMMUP00000016764.3,NA,NA
ENSMMUP00000011120.2,NA,NA
ENSMMUP00000004871.3,NA,NA
ENSMMUP00000049381.1,NA,NA
ENSMMUP00000014181.2,NA,NA
ENSMMUP00000019117.3,NA,NA
ENSMMUP00000008817.3,NA,NA
ENSMMUP00000030040.2,NA,NA
ENSMMUP00000052278.1,NA,NA
ENSMMUP00000009853.3,NA,NA
ENSMMUP00000060236.1,NA,NA
ENSMMUP00000001168.1,NA,NA
ENSMMUP00000020447.1,NA,NA
ENSMMUP00000045568.1,NA,NA
ENSMMUP00000008807.3,NA,NA
ENSMMUP00000010768.3,NA,NA
ENSMMUP00000040048.2,NA,NA
ENSMMUP00000001743.3,NA,NA
ENSMMUP00000046895.1,NA,NA
ENSMMUP00000042019.1,NA,NA
ENSMMUP00000049210.1,NA,NA
ENSMMUP00000003808.3,NA,NA
ENSMMUP00000001522.3,NA,NA
ENSMMUP00000044594.1,NA,NA
ENSMMUP00000025777.3,NA,NA
ENSMMUP00000027626.3,NA,NA
ENSMMUP00000027838.2,NA,NA
ENSMMUP00000018115.3,NA,NA
ENSMMUP00000038539.2,NA,NA
ENSMMUP00000038852.2,NA,NA
ENSMMUP00000019934.3,NA,NA
ENSMMUP00000028938.2,NA,NA
ENSMMUP00000018152.3,NA,NA
ENSMMUP00000006438.3,NA,NA
ENSMMUP00000048588.1,NA,NA
ENSMMUP00000047347.1,NA,NA
ENSMMUP00000047914.1,NA,NA
ENSMMUP00000059551.1,NA,NA
ENSMMUP00000022751.3,NA,NA
ENSMMUP00000029788.3,NA,NA
ENSMMUP00000014970.3,NA,NA
ENSMMUP00000026318.3,NA,NA
ENSMMUP00000011788.3,NA,NA
ENSMMUP00000011655.3,NA,NA
ENSMMUP00000023714.2,NA,NA
ENSMMUP00000044055.1,NA,NA
ENSMMUP00000057407.1,NA,NA
ENSMMUP00000004340.3,NA,NA
ENSMMUP00000046635.1,NA,NA
ENSMMUP00000013617.3,NA,NA
ENSMMUP00000041109.2,NA,NA
ENSMMUP00000050455.1,NA,NA
ENSMMUP00000054811.1,NA,NA
ENSMMUP00000007450.2,NA,NA
ENSMMUP00000003178.3,NA,NA
ENSMMUP00000057815.1,NA,NA
ENSMMUP00000026729.3,NA,NA
ENSMMUP00000060984.1,NA,NA
ENSMMUP00000005839.3,NA,NA
ENSMMUP00000040798.2,NA,NA
ENSMMUP00000049634.1,NA,NA
ENSMMUP00000057731.1,NA,NA
ENSMMUP00000014910.3,NA,NA
ENSMMUP00000056909.1,NA,NA
ENSMMUP00000024936.3,NA,NA
ENSMMUP00000040556.2,NA,NA
ENSMMUP00000014918.1,NA,NA
ENSMMUP00000056638.1,NA,NA
ENSMMUP00000044597.1,NA,NA
ENSMMUP00000012229.3,NA,NA
ENSMMUP00000009266.3,NA,NA
ENSMMUP00000059657.1,NA,NA
ENSMMUP00000047974.1,NA,NA
ENSMMUP00000043731.1,NA,NA
ENSMMUP00000023875.3,NA,NA
ENSMMUP00000054621.1,NA,NA
ENSMMUP00000012870.3,NA,NA
ENSMMUP00000041896.1,NA,NA
ENSMMUP00000019729.3,NA,NA
ENSMMUP00000049827.1,NA,NA
ENSMMUP00000048659.1,NA,NA
ENSMMUP00000003832.3,NA,NA
ENSMMUP00000024295.2,NA,NA
ENSMMUP00000053495.1,NA,NA
ENSMMUP00000054510.1,NA,NA
ENSMMUP00000043245.1,NA,NA
ENSMMUP00000044482.1,NA,NA
ENSMMUP00000017792.2,NA,NA
ENSMMUP00000000215.2,NA,NA
ENSMMUP00000054148.1,NA,NA
ENSMMUP00000023986.3,NA,NA
ENSMMUP00000050246.1,NA,NA
ENSMMUP00000018128.3,NA,NA
ENSMMUP00000030530.3,NA,NA
ENSMMUP00000055333.1,NA,NA
ENSMMUP00000032789.2,NA,NA
ENSMMUP00000014966.3,NA,NA
ENSMMUP00000048873.1,NA,NA
ENSMMUP00000027904.2,NA,NA
ENSMMUP00000038239.2,NA,NA
ENSMMUP00000024289.3,NA,NA
ENSMMUP00000022745.2,NA,NA
ENSMMUP00000059545.1,NA,NA
ENSMMUP00000031243.1,NA,NA
ENSMMUP00000001407.2,NA,NA
ENSMMUP00000055766.1,NA,NA
ENSMMUP00000042703.1,NA,NA
ENSMMUP00000019472.3,NA,NA
ENSMMUP00000000763.3,NA,NA
ENSMMUP00000056744.1,NA,NA
ENSMMUP00000003319.3,NA,NA
ENSMMUP00000051011.1,NA,NA
ENSMMUP00000009103.3,NA,NA
ENSMMUP00000014684.2,NA,NA
ENSMMUP00000014068.3,NA,NA
ENSMMUP00000050594.1,NA,NA
ENSMMUP00000047474.1,NA,NA
ENSMMUP00000042216.1,NA,NA
ENSMMUP00000045508.1,NA,NA
ENSMMUP00000010708.2,NA,NA
ENSMMUP00000047916.1,NA,NA
ENSMMUP00000029056.2,NA,NA
ENSMMUP00000013830.3,NA,NA
ENSMMUP00000002294.3,NA,NA
ENSMMUP00000005640.2,NA,NA
ENSMMUP00000054823.1,NA,NA
ENSMMUP00000031003.3,NA,NA
ENSMMUP00000020423.2,NA,NA
ENSMMUP00000029910.3,NA,NA
ENSMMUP00000048605.1,NA,NA
ENSMMUP00000011075.2,NA,NA
ENSMMUP00000044675.1,NA,NA
ENSMMUP00000046183.1,NA,NA
ENSMMUP00000056775.1,NA,NA
ENSMMUP00000013253.3,NA,NA
ENSMMUP00000041081.2,NA,NA
ENSMMUP00000032286.2,NA,NA
ENSMMUP00000031380.1,NA,NA
ENSMMUP00000013260.2,NA,NA
ENSMMUP00000030538.3,NA,NA
ENSMMUP00000026307.3,NA,NA
ENSMMUP00000060218.1,NA,NA
ENSMMUP00000051172.1,NA,NA
ENSMMUP00000046906.1,NA,NA
ENSMMUP00000006252.3,NA,NA
ENSMMUP00000047755.1,NA,NA
ENSMMUP00000052767.1,NA,NA
ENSMMUP00000043947.1,NA,NA
ENSMMUP00000031013.3,NA,NA
ENSMMUP00000000772.2,NA,NA
ENSMMUP00000037888.2,NA,NA
ENSMMUP00000011560.2,NA,NA
ENSMMUP00000010186.2,NA,NA
ENSMMUP00000055294.1,NA,NA
ENSMMUP00000050269.1,NA,NA
ENSMMUP00000024153.3,NA,NA
ENSMMUP00000041954.1,NA,NA
ENSMMUP00000045092.1,NA,NA
ENSMMUP00000048716.1,NA,NA
ENSMMUP00000021834.1,NA,NA
ENSMMUP00000006906.2,NA,NA
ENSMMUP00000028940.2,NA,NA
ENSMMUP00000038826.2,NA,NA
ENSMMUP00000018985.3,NA,NA
ENSMMUP00000040321.2,NA,NA
ENSMMUP00000036977.2,NA,NA
ENSMMUP00000051629.1,NA,NA
ENSMMUP00000049317.1,NA,NA
ENSMMUP00000014117.3,NA,NA
ENSMMUP00000027355.2,NA,NA
ENSMMUP00000006044.2,NA,NA
ENSMMUP00000032317.1,NA,NA
ENSMMUP00000060837.1,NA,NA
ENSMMUP00000058112.1,NA,NA
ENSMMUP00000059104.1,NA,NA
ENSMMUP00000048802.1,NA,NA
ENSMMUP00000043104.1,NA,NA
ENSMMUP00000011796.3,NA,NA
ENSMMUP00000006344.3,NA,NA
ENSMMUP00000059685.1,NA,NA
ENSMMUP00000060607.1,NA,NA
ENSMMUP00000016357.2,NA,NA
ENSMMUP00000039921.2,NA,NA
ENSMMUP00000043905.1,NA,NA
ENSMMUP00000010430.2,NA,NA
ENSMMUP00000021505.1,NA,NA
ENSMMUP00000011803.2,NA,NA
ENSMMUP00000031359.3,NA,NA
ENSMMUP00000041537.1,NA,NA
ENSMMUP00000004036.3,NA,NA
ENSMMUP00000012679.3,NA,NA
ENSMMUP00000008536.3,NA,NA
ENSMMUP00000018021.2,NA,NA
ENSMMUP00000011001.2,NA,NA
ENSMMUP00000019253.3,NA,NA
ENSMMUP00000021291.3,NA,NA
ENSMMUP00000054236.1,NA,NA
ENSMMUP00000013359.2,NA,NA
ENSMMUP00000057338.1,NA,NA
ENSMMUP00000012214.3,NA,NA
ENSMMUP00000056724.1,NA,NA
ENSMMUP00000048189.1,NA,NA
ENSMMUP00000054268.1,NA,NA
ENSMMUP00000043348.1,NA,NA
ENSMMUP00000055364.1,NA,NA
ENSMMUP00000001790.2,NA,NA
ENSMMUP00000012145.3,NA,NA
ENSMMUP00000056347.1,NA,NA
ENSMMUP00000009792.3,NA,NA
ENSMMUP00000057676.1,NA,NA
ENSMMUP00000019468.3,NA,NA
ENSMMUP00000025631.3,NA,NA
ENSMMUP00000044931.1,NA,NA
ENSMMUP00000026834.2,NA,NA
ENSMMUP00000048627.1,NA,NA
ENSMMUP00000002972.1,NA,NA
ENSMMUP00000019243.3,NA,NA
ENSMMUP00000030993.2,NA,NA
ENSMMUP00000037107.1,NA,NA
ENSMMUP00000003092.3,NA,NA
ENSMMUP00000024143.2,NA,NA
ENSMMUP00000032039.2,NA,NA
ENSMMUP00000006779.2,NA,NA
ENSMMUP00000016343.3,NA,NA
ENSMMUP00000041991.1,NA,NA
ENSMMUP00000057463.1,NA,NA
ENSMMUP00000015217.3,NA,NA
ENSMMUP00000000207.3,NA,NA
ENSMMUP00000046415.1,NA,NA
ENSMMUP00000025333.3,NA,NA
ENSMMUP00000033515.2,NA,NA
ENSMMUP00000055312.1,NA,NA
ENSMMUP00000008403.3,NA,NA
ENSMMUP00000038697.2,NA,NA
ENSMMUP00000047832.1,NA,NA
ENSMMUP00000049916.1,NA,NA
ENSMMUP00000059967.1,NA,NA
ENSMMUP00000043368.1,NA,NA
ENSMMUP00000003513.3,NA,NA
ENSMMUP00000019544.1,NA,NA
ENSMMUP00000002843.3,NA,NA
ENSMMUP00000022894.3,NA,NA
ENSMMUP00000058127.1,NA,NA
ENSMMUP00000001411.3,NA,NA
ENSMMUP00000055854.1,NA,NA
ENSMMUP00000043168.1,NA,NA
ENSMMUP00000010590.2,NA,NA
ENSMMUP00000005628.3,NA,NA
ENSMMUP00000025511.2,NA,NA
ENSMMUP00000027718.2,NA,NA
ENSMMUP00000048904.1,NA,NA
ENSMMUP00000051346.1,NA,NA
ENSMMUP00000030862.3,NA,NA
ENSMMUP00000057830.1,NA,NA
ENSMMUP00000041470.1,NA,NA
ENSMMUP00000045321.1,NA,NA
ENSMMUP00000045918.1,NA,NA
ENSMMUP00000048292.1,NA,NA
ENSMMUP00000053432.1,NA,NA
ENSMMUP00000044841.1,NA,NA
ENSMMUP00000045629.1,NA,NA
ENSMMUP00000046801.1,NA,NA
ENSMMUP00000021065.3,NA,NA
ENSMMUP00000023643.3,NA,NA
ENSMMUP00000013467.2,NA,NA
ENSMMUP00000023227.2,NA,NA
ENSMMUP00000004275.3,NA,NA
ENSMMUP00000012270.3,NA,NA
ENSMMUP00000035740.2,NA,NA
ENSMMUP00000024748.2,NA,NA
ENSMMUP00000028419.3,NA,NA
ENSMMUP00000060540.1,NA,NA
ENSMMUP00000005314.2,NA,NA
ENSMMUP00000059115.1,NA,NA
ENSMMUP00000004008.2,NA,NA
ENSMMUP00000009917.3,NA,NA
ENSMMUP00000028147.2,NA,NA
ENSMMUP00000036995.2,NA,NA
ENSMMUP00000002781.3,NA,NA
ENSMMUP00000050332.1,NA,NA
ENSMMUP00000042105.1,NA,NA
ENSMMUP00000011766.3,NA,NA
ENSMMUP00000051527.1,NA,NA
ENSMMUP00000049248.1,NA,NA
ENSMMUP00000009081.2,NA,NA
ENSMMUP00000035962.2,NA,NA
